subject_id,roi_name,gm_volume
sub-144,SI_BF_Ch4,0.624709
sub-145,SI_BF_Ch4,-1.102916
sub-146,SI_BF_Ch4,0.03352
sub-147,SI_BF_Ch4,-1.165406
sub-148,SI_BF_Ch4,0.33543
sub-149,SI_BF_Ch4,-1.593292
sub-150,SI_BF_Ch4,0.404845
sub-151,SI_BF_Ch4,-1.230645
sub-152,SI_BF_Ch4,-0.190117
sub-153,SI_BF_Ch4,0.951508
sub-154,SI_BF_Ch4,0.224528
sub-155,SI_BF_Ch4,-1.404677
sub-156,SI_BF_Ch4,-0.600663
sub-157,SI_BF_Ch4,-1.29962
sub-158,SI_BF_Ch4,-1.51684
sub-159,SI_BF_Ch4,0.265653
sub-160,SI_BF_Ch4,0.575107
sub-161,SI_BF_Ch4,0.426938
sub-162,SI_BF_Ch4,0.671192
sub-163,SI_BF_Ch4,-0.115973
sub-164,SI_BF_Ch4,-0.339767
sub-165,SI_BF_Ch4,-0.861034
sub-166,SI_BF_Ch4,-0.344223
sub-167,SI_BF_Ch4,-1.122101
sub-168,SI_BF_Ch4,-0.804958
sub-169,SI_BF_Ch4,0.124845
sub-170,SI_BF_Ch4,0.081092
sub-171,SI_BF_Ch4,2.855733
sub-172,SI_BF_Ch4,-1.1497
sub-173,SI_BF_Ch4,-0.096403
sub-174,SI_BF_Ch4,-1.259161
sub-001,CeA,-0.449915
sub-002,CeA,-0.291373
sub-003,CeA,0.90869
sub-004,CeA,-0.494785
sub-005,CeA,-0.185292
sub-006,CeA,-0.428986
sub-007,CeA,-1.442705
sub-008,CeA,-0.500899
sub-009,CeA,-0.371878
sub-010,CeA,0.089043
sub-011,CeA,0.442312
sub-012,CeA,-0.283406
sub-013,CeA,-0.250611
sub-014,CeA,-1.807946
sub-015,CeA,0.703677
sub-016,CeA,-0.702869
sub-017,CeA,0.911224
sub-018,CeA,1.402491
sub-019,CeA,-0.159685
sub-020,CeA,-1.03628
sub-021,CeA,0.015184
sub-022,CeA,0.532807
sub-023,CeA,-0.482578
sub-024,CeA,-0.714605
sub-025,CeA,0.572731
sub-026,CeA,0.549419
sub-027,CeA,-0.271153
sub-028,CeA,-1.64502
sub-029,CeA,0.474449
sub-030,CeA,-0.681225
sub-031,CeA,0.337785
sub-032,CeA,0.203845
sub-033,CeA,-1.849039
sub-034,CeA,0.138331
sub-035,CeA,0.520432
sub-036,CeA,0.749418
sub-037,CeA,0.162862
sub-038,CeA,-2.018275
sub-039,CeA,1.475772
sub-040,CeA,0.260322
sub-041,CeA,-1.330411
sub-042,CeA,-0.880784
sub-043,CeA,0.242634
sub-044,CeA,0.716629
sub-045,CeA,-0.595748
sub-046,CeA,0.808715
sub-047,CeA,-1.896718
sub-048,CeA,-0.850276
sub-049,CeA,-1.963126
sub-050,CeA,-0.931811
sub-051,CeA,1.566858
sub-052,CeA,2.073471
sub-053,CeA,0.121222
sub-054,CeA,-0.639382
sub-055,CeA,-0.278348
sub-056,CeA,0.516246
sub-057,CeA,-1.71818
sub-058,CeA,-0.62316
sub-059,CeA,1.532369
sub-060,CeA,-1.022723
sub-061,CeA,-0.71088
sub-062,CeA,-0.060883
sub-063,CeA,0.39495
sub-064,CeA,-0.680706
sub-065,CeA,0.163184
sub-066,CeA,0.661842
sub-067,CeA,1.955176
sub-068,CeA,-0.124299
sub-069,CeA,0.018906
sub-070,CeA,1.665906
sub-071,CeA,-0.548754
sub-072,CeA,-1.217473
sub-073,CeA,0.373192
sub-074,CeA,1.127568
sub-075,CeA,0.467293
sub-076,CeA,0.087927
sub-077,CeA,-1.311456
sub-078,CeA,-0.127624
sub-079,CeA,1.236216
sub-080,CeA,-1.127676
sub-081,CeA,-0.307199
sub-082,CeA,-0.4766
sub-083,CeA,-0.730717
sub-084,CeA,0.323297
sub-085,CeA,0.483678
sub-086,CeA,0.428491
sub-087,CeA,-1.035384
sub-088,CeA,-1.73248
sub-089,CeA,0.233216
sub-090,CeA,-0.308032
sub-091,CeA,1.962801
sub-092,CeA,2.058354
sub-093,CeA,2.057239
sub-094,CeA,-0.957847
sub-095,CeA,0.565009
sub-096,CeA,0.721087
sub-097,CeA,0.707288
sub-098,CeA,-0.481746
sub-099,CeA,1.176948
sub-100,CeA,-0.063957
sub-101,CeA,0.272181
sub-102,CeA,-1.566315
sub-103,CeA,0.805237
sub-104,CeA,-0.204654
sub-105,CeA,0.577498
sub-106,CeA,0.203199
sub-107,CeA,0.262211
sub-108,CeA,0.043702
sub-109,CeA,0.801372
sub-110,CeA,-0.12884
sub-111,CeA,-1.431242
sub-112,CeA,0.57784
sub-113,CeA,-0.897616
sub-114,CeA,-1.43696
sub-115,CeA,-1.020999
sub-116,CeA,0.352485
sub-117,CeA,-0.131982
sub-118,CeA,-2.177503
sub-119,CeA,-0.319573
sub-120,CeA,1.29481
sub-121,CeA,-0.310382
sub-122,CeA,-0.036179
sub-123,CeA,1.032949
sub-124,CeA,0.993333
sub-125,CeA,1.048945
sub-126,CeA,-2.758797
sub-127,CeA,1.835565
sub-128,CeA,0.658897
sub-129,CeA,2.43889
sub-130,CeA,-0.793041
sub-131,CeA,-1.922791
sub-132,CeA,0.117889
sub-133,CeA,-0.130765
sub-134,CeA,0.645694
sub-135,CeA,1.17144
sub-136,CeA,-0.116987
sub-137,CeA,-0.26826
sub-138,CeA,0.636938
sub-139,CeA,-0.236763
sub-140,CeA,-0.179755
sub-141,CeA,1.068841
sub-142,CeA,1.419534
sub-143,CeA,1.164275
sub-144,CeA,-0.07794
sub-145,CeA,-2.223175
sub-146,CeA,-0.125518
sub-147,CeA,-0.763259
sub-148,CeA,-0.16994
sub-149,CeA,-0.610276
sub-150,CeA,0.063259
sub-151,CeA,-0.997669
sub-152,CeA,-1.171798
sub-153,CeA,1.417454
sub-154,CeA,-1.00377
sub-155,CeA,0.062701
sub-156,CeA,0.971724
sub-157,CeA,0.982328
sub-158,CeA,0.808059
sub-159,CeA,0.477288
sub-160,CeA,0.81248
sub-161,CeA,1.438626
sub-162,CeA,0.5695
sub-163,CeA,-2.048699
sub-164,CeA,-0.678797
sub-165,CeA,0.818759
sub-166,CeA,-0.613289
sub-167,CeA,1.73269
sub-168,CeA,-0.140569
sub-169,CeA,0.118731
sub-170,CeA,1.360676
sub-171,CeA,-0.090805
sub-172,CeA,0.228737
sub-173,CeA,0.929198
sub-174,CeA,-1.526627
sub-001,BNST,-0.132454
sub-002,BNST,0.848215
sub-003,BNST,0.135234
sub-004,BNST,1.564179
sub-005,BNST,-1.452676
sub-006,BNST,-1.568235
sub-007,BNST,0.844985
sub-008,BNST,0.783317
sub-009,BNST,-0.110289
sub-010,BNST,0.481652
sub-011,BNST,0.960412
sub-012,BNST,-0.656826
sub-013,BNST,-0.600258
sub-014,BNST,0.309236
sub-015,BNST,0.850493
sub-016,BNST,-1.056955
sub-017,BNST,-0.220672
sub-018,BNST,-0.172393
sub-019,BNST,0.477395
sub-020,BNST,0.069548
sub-021,BNST,-0.46312
sub-022,BNST,1.161832
sub-023,BNST,-0.279416
sub-024,BNST,-0.061844
sub-025,BNST,-1.444472
sub-026,BNST,-0.628064
sub-027,BNST,0.523598
sub-028,BNST,0.348891
sub-029,BNST,0.687187
sub-030,BNST,0.532661
sub-031,BNST,2.035413
sub-032,BNST,-0.67449
sub-033,BNST,-1.586654
sub-034,BNST,-0.977416
sub-035,BNST,-0.574369
sub-036,BNST,-0.935264
sub-037,BNST,0.15449
sub-038,BNST,1.296833
sub-039,BNST,1.465401
sub-040,BNST,0.751665
sub-041,BNST,2.274531
sub-042,BNST,-0.18686
sub-043,BNST,-1.498332
sub-044,BNST,1.12118
sub-045,BNST,-1.6127
sub-046,BNST,-0.592297
sub-047,BNST,0.645847
sub-048,BNST,-0.216331
sub-049,BNST,-0.25298
sub-050,BNST,-1.052642
sub-051,BNST,0.088449
sub-052,BNST,1.140968
sub-053,BNST,0.236367
sub-054,BNST,-0.732127
sub-055,BNST,-1.073246
sub-056,BNST,-0.714384
sub-057,BNST,0.577219
sub-058,BNST,0.465601
sub-059,BNST,-0.723301
sub-060,BNST,-2.119747
sub-061,BNST,0.4504
sub-062,BNST,-0.706348
sub-063,BNST,0.680301
sub-064,BNST,-0.607487
sub-065,BNST,-0.94359
sub-066,BNST,0.221967
sub-067,BNST,2.483143
sub-068,BNST,0.828286
sub-069,BNST,0.1767
sub-070,BNST,0.375646
sub-071,BNST,-1.631326
sub-072,BNST,-1.143697
sub-073,BNST,-2.462362
sub-074,BNST,1.783443
sub-075,BNST,1.508528
sub-076,BNST,0.308134
sub-077,BNST,0.05395
sub-078,BNST,-1.353188
sub-079,BNST,-0.072615
sub-080,BNST,1.711773
sub-081,BNST,0.28059
sub-082,BNST,-0.38031
sub-083,BNST,-1.6118
sub-084,BNST,1.389781
sub-085,BNST,0.010523
sub-086,BNST,-1.597954
sub-087,BNST,-0.781629
sub-088,BNST,-1.124377
sub-089,BNST,0.009468
sub-090,BNST,0.100121
sub-091,BNST,-0.443776
sub-092,BNST,0.763942
sub-093,BNST,0.185694
sub-094,BNST,1.12488
sub-095,BNST,-0.223781
sub-096,BNST,3.253221
sub-097,BNST,-0.375925
sub-098,BNST,-0.674464
sub-099,BNST,-0.761286
sub-100,BNST,-0.043931
sub-101,BNST,-1.712243
sub-102,BNST,0.362887
sub-103,BNST,-1.891383
sub-104,BNST,0.198123
sub-105,BNST,-1.310526
sub-106,BNST,-0.233071
sub-107,BNST,0.622828
sub-108,BNST,2.270069
sub-109,BNST,-0.939491
sub-110,BNST,-0.118471
sub-111,BNST,-0.680057
sub-112,BNST,-0.737915
sub-113,BNST,-0.542634
sub-114,BNST,0.967907
sub-115,BNST,-0.412847
sub-116,BNST,2.247164
sub-117,BNST,0.538748
sub-118,BNST,-0.918979
sub-119,BNST,-0.331033
sub-120,BNST,-0.760428
sub-121,BNST,0.735735
sub-122,BNST,-1.629568
sub-123,BNST,-1.164383
sub-124,BNST,-0.635925
sub-125,BNST,0.78001
sub-126,BNST,1.198065
sub-127,BNST,1.41688
sub-128,BNST,0.621103
sub-129,BNST,0.128067
sub-130,BNST,0.861867
sub-131,BNST,-0.929598
sub-132,BNST,-1.807386
sub-133,BNST,0.382815
sub-134,BNST,-0.851927
sub-135,BNST,-0.015647
sub-136,BNST,0.243663
sub-137,BNST,0.361994
sub-138,BNST,0.929785
sub-139,BNST,0.888362
sub-140,BNST,0.129388
sub-141,BNST,-0.324418
sub-142,BNST,0.100499
sub-143,BNST,-0.519502
sub-144,BNST,-0.181608
sub-145,BNST,2.667124
sub-146,BNST,0.253328
sub-147,BNST,0.520634
sub-148,BNST,-0.555215
sub-149,BNST,1.018867
sub-150,BNST,0.765569
sub-151,BNST,0.776821
sub-152,BNST,0.16431
sub-153,BNST,0.97263
sub-154,BNST,1.344155
sub-155,BNST,0.319826
sub-156,BNST,0.00671
sub-157,BNST,0.94479
sub-158,BNST,-0.767602
sub-159,BNST,-0.754769
sub-160,BNST,-0.008607
sub-161,BNST,-1.615901
sub-162,BNST,0.789995
sub-163,BNST,-0.705304
sub-164,BNST,-0.236413
sub-165,BNST,-0.1981
sub-166,BNST,0.105113
sub-167,BNST,-0.284062
sub-168,BNST,0.106539
sub-169,BNST,0.014715
sub-170,BNST,-0.518928
sub-171,BNST,-0.748107
sub-172,BNST,1.1165
sub-173,BNST,-1.954264
sub-174,BNST,-0.099898
sub-001,LH,-0.419489
sub-002,LH,0.421228
sub-003,LH,-1.571541
sub-004,LH,-0.473154
sub-005,LH,-0.085752
sub-006,LH,1.180888
sub-007,LH,0.388228
sub-008,LH,-1.427403
sub-009,LH,-0.514858
sub-010,LH,0.986441
sub-011,LH,-1.119188
sub-012,LH,-0.004403
sub-013,LH,0.017629
sub-014,LH,-0.354972
sub-015,LH,2.81091
sub-016,LH,-0.428209
sub-017,LH,0.383975
sub-018,LH,-0.830658
sub-019,LH,0.574255
sub-020,LH,0.956786
sub-021,LH,-0.632434
sub-022,LH,-0.199274
sub-023,LH,-0.769234
sub-024,LH,-1.066183
sub-025,LH,1.175151
sub-026,LH,-0.596522
sub-027,LH,-2.669573
sub-028,LH,1.87908
sub-029,LH,-0.831774
sub-030,LH,-0.347923
sub-031,LH,1.697085
sub-032,LH,-0.16393
sub-033,LH,-0.25314
sub-034,LH,-1.349189
sub-035,LH,-1.719546
sub-036,LH,-0.234065
sub-037,LH,0.389248
sub-038,LH,0.336383
sub-039,LH,-0.64092
sub-040,LH,0.234369
sub-041,LH,-1.866579
sub-042,LH,0.604459
sub-043,LH,0.210959
sub-044,LH,2.166396
sub-045,LH,0.140777
sub-046,LH,-0.933384
sub-047,LH,0.023046
sub-048,LH,-0.557754
sub-049,LH,0.324273
sub-050,LH,0.069234
sub-051,LH,-1.329866
sub-052,LH,-1.670864
sub-053,LH,0.451553
sub-054,LH,1.51456
sub-055,LH,0.175632
sub-056,LH,0.894129
sub-057,LH,1.238478
sub-058,LH,0.358901
sub-059,LH,-0.890246
sub-060,LH,0.186063
sub-061,LH,1.278559
sub-062,LH,0.69132
sub-063,LH,0.744207
sub-064,LH,-0.428524
sub-065,LH,-0.267566
sub-066,LH,-0.122527
sub-067,LH,0.065949
sub-068,LH,1.298159
sub-069,LH,-2.570104
sub-070,LH,-0.013413
sub-071,LH,-0.068981
sub-072,LH,-1.610977
sub-073,LH,0.648384
sub-074,LH,-0.758438
sub-075,LH,-0.44516
sub-076,LH,1.846074
sub-077,LH,0.934488
sub-078,LH,0.731849
sub-079,LH,0.496376
sub-080,LH,-0.298733
sub-081,LH,2.262193
sub-082,LH,0.986662
sub-083,LH,-0.766196
sub-084,LH,-1.548045
sub-085,LH,0.628432
sub-086,LH,-0.000303
sub-087,LH,-1.486813
sub-088,LH,0.530103
sub-089,LH,-0.212034
sub-090,LH,0.387741
sub-091,LH,0.45902
sub-092,LH,-0.72906
sub-093,LH,0.732667
sub-094,LH,-0.518767
sub-095,LH,-0.40369
sub-096,LH,-0.34764
sub-097,LH,1.3478
sub-098,LH,-0.145861
sub-099,LH,1.683245
sub-100,LH,2.039734
sub-101,LH,-0.907516
sub-102,LH,-3.157537
sub-103,LH,1.028543
sub-104,LH,-0.400172
sub-105,LH,-0.999861
sub-106,LH,-0.556795
sub-107,LH,-0.488685
sub-108,LH,1.349953
sub-109,LH,0.227372
sub-110,LH,1.349513
sub-111,LH,0.493206
sub-112,LH,-0.283502
sub-113,LH,-0.323007
sub-114,LH,0.714181
sub-115,LH,0.887375
sub-116,LH,1.058245
sub-117,LH,-0.211267
sub-118,LH,0.192973
sub-119,LH,0.59021
sub-120,LH,-0.463207
sub-121,LH,-1.356226
sub-122,LH,-0.976693
sub-123,LH,-0.171397
sub-124,LH,0.580884
sub-125,LH,1.414982
sub-126,LH,-1.553075
sub-127,LH,-0.648028
sub-128,LH,-0.347835
sub-129,LH,1.019586
sub-130,LH,-0.552728
sub-131,LH,-0.328794
sub-132,LH,-1.607168
sub-133,LH,0.401148
sub-134,LH,-0.102338
sub-135,LH,-0.72927
sub-136,LH,-0.214745
sub-137,LH,1.280144
sub-138,LH,-1.149542
sub-139,LH,-0.903881
sub-140,LH,1.215799
sub-141,LH,0.128183
sub-142,LH,0.646892
sub-143,LH,0.43258
sub-144,LH,-0.100274
sub-145,LH,-0.334509
sub-146,LH,0.910942
sub-147,LH,1.275104
sub-148,LH,1.25128
sub-149,LH,-1.335809
sub-150,LH,1.364951
sub-151,LH,-0.432907
sub-152,LH,-0.943115
sub-153,LH,-0.300765
sub-154,LH,0.937975
sub-155,LH,0.55966
sub-156,LH,-0.218873
sub-157,LH,0.911402
sub-158,LH,0.207588
sub-159,LH,-0.752773
sub-160,LH,-0.793016
sub-161,LH,0.468434
sub-162,LH,-0.185045
sub-163,LH,-1.302426
sub-164,LH,1.093883
sub-165,LH,-0.582627
sub-166,LH,1.726149
sub-167,LH,-1.536827
sub-168,LH,-0.078523
sub-169,LH,-0.751581
sub-170,LH,-1.221465
sub-171,LH,-0.592087
sub-172,LH,1.910368
sub-173,LH,0.197812
sub-174,LH,-0.819641
